Flag,Phrase,FlagName,CategoryNumber,ID,RequiredFlags,IncompatibleStatus,IncompatibleUsage,RelatedFlag,RequiredDifficulty,Mandatory,CategoryName,CategoryTextTag,LayerType,ToyUsed,RequiredStatus,RequiresReadyStep,InteractionDefault,UrgeDisabled,MinimumTime,Kink,BasePleasureIntensity,LayerPleasureIntensity
JuicesLocationAssCheeks,cover [ITS/YOUR] <b>fingers</b> in [ITS/YOUR] <b>juices</b> and <b>smear</b> them on [ITS/YOUR] <b>ass cheeks</b> ,Juices,1,7,Juices,,,,,,Location,[INTERACTJUICES],Juices,,,Yes,,,,40,-1,-1
JuicesLocationThighs,cover [ITS/YOUR] <b>fingers</b> in [ITS/YOUR] <b>juices</b> and <b>smear</b> them on [ITS/YOUR] <b>thighs</b> ,Juices,1,8,Juices,,,,,,Location,[INTERACTJUICES],Juices,,,Yes,Yes,,,40,-1,-1
JuicesLocationLickItAllUp,cover [ITS/YOUR] <b>fingers</b> in [ITS/YOUR] <b>juices</b> and <b>lick them all up</b>,Juices,1,9,Juices,MouthBusy,,,,,Location,[INTERACTJUICES],Juices,,,Yes,Yes,,,40,-1,-1
JuicesLocationLickServiceToy,cover [ITS/YOUR] <b>[SERVICETOY]</b> in [ITS/YOUR] <b>juices</b> and <b>lick it clean</b>,Juices,1,10,"Juices, Service Toy",MouthBusy,,,,,Location,[INTERACTJUICES],Juices,,,Yes,,,,40,-1,-1
JuicesLocationGag,cover [ITS/YOUR] <b>[GAG]</b> in [ITS/YOUR] <b>juices</b> and <b>shove it back in [ITS/YOUR] mouth</b>,Juices,1,11,"Juices, Gag",,,,,,Location,[INTERACTJUICES],Juices,,Gagged,Yes,,,,40,-1,-1
JuicesLocationToothbrush,cover [ITS/YOUR] <b>[TOOTHBRUSH]</b> in [ITS/YOUR] <b>juices</b> and <b>brush [ITS/YOUR] teeth</b>,Juices,1,12,"Juices, Toothbrush",MouthBusy,,,,,Location,[INTERACTJUICES],Juices,,,Yes,,,,40,-1,-1
WatersportsVariantDefaultNeverLayer,piss [ITSELF/YOURSELF] right now!,Watersports,1,0,Watersports,,,,,M,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant001,piss [ITSELF/YOURSELF] right now!,Watersports,1,1,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant002,give [ITSELF/YOURSELF] a golden shower.,Watersports,1,2,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant003,"get up and piss, shaking [ITSELF/YOURSELF] as hard as [IT/YOU] can to make a big mess.",Watersports,1,3,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant004,piss on the floor and roll around in it.,Watersports,1,4,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant005,piss on the floor and lick it up.,Watersports,1,5,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant006,put [ITS/YOUR] legs above [ITS/YOUR] head and piss on [ITS/YOUR] face.,Watersports,1,6,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant007,put [ITS/YOUR] legs above [ITS/YOUR] head and piss in [ITS/YOUR] mouth.,Watersports,1,7,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant008,get down on all fours and piss like an animal.,Watersports,1,8,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant009,"get down on all fours and piss like an animal, then lap it up.",Watersports,1,9,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant010,get a bucket and piss in it.,Watersports,1,10,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant011,"get a bucket and piss in it, then throw it on [ITSELF/YOURSELF].",Watersports,1,11,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant012,"get a bucket and piss in it, then dunk [ITS/YOUR] head in it and swirl it around.",Watersports,1,12,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant013,"get a bucket and piss in it, then chug it down.",Watersports,1,13,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant014,stand in front of the mirror and watch [ITSELF/YOURSELF] take a nice long piss.,Watersports,1,14,"Watersports, Mirror",,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant015,"go piss in a toilet, then give [ITSELF/YOURSELF] a swirlie.",Watersports,1,15,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant016,"piss in a glass, then throw it in [ITS/YOUR] face.",Watersports,1,16,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant017,"piss in a glass, then drink it.",Watersports,1,17,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant018,"piss in a glass, then sip it slowly, taking time to enjoy it.",Watersports,1,18,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant019,"piss in a glass, then gargle it.",Watersports,1,19,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant020,piss in a glass and take a sip every time she rewards [IT/YOU].,Watersports,1,20,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant021,piss in a glass and take a sip every time she punishes [IT/YOU].,Watersports,1,21,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant022,piss in a glass and use it to mix [ITSELF/YOURSELF] a drink.,Watersports,1,22,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant023,piss in a blender and use it to make [ITSELF/YOURSELF] a smoothie.,Watersports,1,23,Watersports,MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant024,piss in a measuring cup and see if [IT/YOU] can beat [ITS/YOUR] record.,Watersports,1,24,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant025,piss on some underwear and wear them on [ITS/YOUR] face like a mask.,Watersports,1,25,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant026,piss on some underwear and put them on.,Watersports,1,26,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant027,piss on a pair of socks and put them on.,Watersports,1,27,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant028,piss on a shirt and put it on.,Watersports,1,28,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant029,piss on some pants and put them on.,Watersports,1,29,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant030,piss on a dress and put it on.,Watersports,1,30,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant031,piss on a rag and wipe [ITS/YOUR] whole body down with it.,Watersports,1,31,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant032,piss on the floor and sit in it.,Watersports,1,32,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant033,piss on a chair and sit on it.,Watersports,1,33,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant034,piss on [ITS/YOUR] [SERVICETOY] and slap [ITS/YOUR] face with it.,Watersports,1,34,"Watersports, Service Toy",,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant035,piss on [ITS/YOUR] [SERVICETOY] and lick it clean.,Watersports,1,35,"Watersports, Service Toy",MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant036,"take out [ITS/YOUR] gag and piss on it, then shove it back in [ITS/YOUR] mouth.",Watersports,1,36,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,Gagged,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant037,fill a watergun with [ITS/YOUR] piss and squirt [ITSELF/YOURSELF] with it every time she rewards [IT/YOU].,Watersports,1,37,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant038,fill a watergun with [ITS/YOUR] piss and squirt [ITSELF/YOURSELF] with it every time she punishes [IT/YOU].,Watersports,1,38,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant040,"piss in [ITS/YOUR] [CONDOMS], then empty it into [ITS/YOUR] mouth.",Watersports,1,39,"Watersports, Condoms",MouthBusy,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant041,let out just a tiny bit of piss.,Watersports,1,40,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant042,let out just a tiny bit of piss on yourself.,Watersports,1,41,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant043,let out a small amount of piss.,Watersports,1,42,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant044,let out a small amount of piss on yourself.,Watersports,1,43,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant045,let out a moderate amount of piss.,Watersports,1,44,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
WatersportsVariant046,let out a moderate amount of piss on yourself.,Watersports,1,45,Watersports,,,,,,Variant,[INTERACTWATERSPORTS],Watersports,,,Yes,,UrgeDisabled,,80,-1,-1
ABDLVariantDefaultNeverLayer,<b>coo</b> for her,ABDL,1,0,"ABDL, REMOVED",,,,,M,Variant,[INTERACTABDL],ABDL,,,Yes,,,20,80,-1,-1
ABDLVariantCoo,<b>coo</b> for her,ABDL,1,1,"ABDL, REMOVED",,,,,,Variant,[INTERACTABDL],ABDL,,,Yes,,,20,80,-1,-1
ABDLVariantCrawl,<b>crawl around</b> for her,ABDL,1,2,"ABDL, REMOVED",LegsBusy,,,,,Variant,[INTERACTABDL],ABDL,,,Yes,,UrgeDisabled,30,80,-1,-1
ABDLVariantWaddle,<b>waddle around</b> for her,ABDL,1,3,"ABDL, REMOVED",LegsBusy,,,,,Variant,[INTERACTABDL],ABDL,,,Yes,,UrgeDisabled,30,80,-1,-1
ABDLVariantRoll,<b>roll around</b> for her,ABDL,1,4,"ABDL, REMOVED",LegsBusy,,,,,Variant,[INTERACTABDL],ABDL,,,Yes,,UrgeDisabled,30,80,-1,-1
ABDLVariantPlayRattle,<b>play</b> with [ITS/YOUR] <b>[RATTLE]</b>,ABDL,1,5,"ABDL, Rattle, REMOVED",,,,,,Variant,[INTERACTABDL],ABDL,,,Yes,,,20,80,-1,-1
ABDLVariantSuckPacifier,<b>suck</b> on [ITS/YOUR] <b>[PACIFIER]</b>,ABDL,1,6,"ABDL, Pacifier, REMOVED",,,,,,Variant,[INTERACTABDL],ABDL,,Pacifier,Yes,,,15,80,-1,-1
ABDLVariantSuckBabyBottle,<b>suck</b> on [ITS/YOUR] <b>[BABYBOTTLE]</b>,ABDL,1,7,"ABDL, Baby Bottle, REMOVED",MouthBusy,,,,,Variant,[INTERACTABDL],ABDL,,,Yes,,,15,80,-1,-1
DiaperVariantDefault,<b>touch [ITSELF/YOURSELF]</b> through [ITS/YOUR] <b>[DIAPER]</b>,Diaper,1,0,"Diaper, REMOVED",,,,,M,Variant,[INTERACTDIAPER],Diaper,[DIAPER],Diaper,Yes,Yes,,,80,-1,-1
DiaperVariantDiaperTouch,<b>touch [ITSELF/YOURSELF]</b> through [ITS/YOUR] <b>[DIAPER]</b>,Diaper,1,1,"Diaper, REMOVED",,,,,,Variant,[INTERACTDIAPER],Diaper,[DIAPER],Diaper,Yes,Yes,,,80,-1,-1
DiaperVariantDiaperRubUpAndDown,<b>rub</b> [ITS/YOUR] <b>[DIAPER] up and down</b> ,Diaper,1,2,"Diaper, REMOVED",,,,,,Variant,[INTERACTDIAPER],Diaper,[DIAPER],Diaper,Yes,Yes,,,80,-1,-1
DiaperVariantDiaperRubSideToSide,<b>rub</b> [ITS/YOUR] <b>[DIAPER] side to side</b> ,Diaper,1,3,"Diaper, REMOVED",,,,,,Variant,[INTERACTDIAPER],Diaper,[DIAPER],Diaper,Yes,Yes,,,80,-1,-1
DiaperVariantDiaperVibratorLow,<b>rub</b> [ITS/YOUR] <b>[VIBRATOR]</b> against [ITS/YOUR] <b>[DIAPER]</b> on <b>low power</b>,Diaper,1,4,"Diaper, Vibrator, REMOVED",,Vibrator,,,,Variant,[INTERACTDIAPER],"Diaper, Vibrator",[DIAPER],Diaper,Yes,,,,80,-1,-1
DiaperVariantDiaperVibratorMedium,<b>rub</b> [ITS/YOUR] <b>[VIBRATOR]</b> against [ITS/YOUR] <b>[DIAPER]</b> on <b>medium power</b>,Diaper,1,5,"Diaper, Vibrator, REMOVED",,Vibrator,,,,Variant,[INTERACTDIAPER],"Diaper, Vibrator",[DIAPER],Diaper,Yes,,,,80,-1,-1
DiaperVariantDiaperVibratorHigh,<b>rub</b> [ITS/YOUR] <b>[VIBRATOR]</b> against [ITS/YOUR] <b>[DIAPER]</b> on <b>high power</b>,Diaper,1,6,"Diaper, Vibrator, REMOVED",,Vibrator,,,,Variant,[INTERACTDIAPER],"Diaper, Vibrator",[DIAPER],Diaper,Yes,,,,80,-1,-1
SybianVariantDefault,<b>ride</b> [ITS/YOUR] <b>[SYBIAN]<b>,Sybian,1,0,Sybian,,,,,M,Variant,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,-1,-1
SybianVariantRide,<b>ride</b> [ITS/YOUR] <b>[SYBIAN]<b>,Sybian,1,1,Sybian,,,,,,Variant,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,2,2
SybianVariantBounce,<b>bounce</b> on [ITS/YOUR] <b>[SYBIAN]<b>,Sybian,1,2,Sybian,,,,,,Variant,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,2,2
SybianVariantGrind,<b>grind</b> on [ITS/YOUR] <b>[SYBIAN]<b>,Sybian,1,3,Sybian,,,,,,Variant,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,3,3
SybianVariantPressFirm,<b>press [ITSELF/YOURSELF] firmly</b> on to [ITS/YOUR] <b>[SYBIAN]<b>,Sybian,1,4,Sybian,,,,,,Variant,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,3,3
SybianVariantPressLight,<b>raise [ITSELF/YOURSELF] lightly</b> away from [ITS/YOUR] <b>[SYBIAN]<b>,Sybian,1,5,Sybian,,,,,,Variant,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,1,1
SybianPowerDefault,while it's on <b>low power</b>,Sybian,2,0,Sybian,,,,,M,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,-1,-1
SybianPowerOnlyLow,while it's on <b>low power</b>,Sybian,2,1,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,0,0
SybianPowerOnlyMedium,while it's on <b>medium power</b>,Sybian,2,2,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,2,2
SybianPowerOnlyHigh,while it's on <b>high power</b>,Sybian,2,3,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,,40,3,3
SybianPowerLowMedium5,while it's <b>alternating</b> between <b>low and medium power</b> every <b>5 seconds</b>,Sybian,2,4,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,30,40,2,2
SybianPowerLowHigh5,while it's <b>alternating</b> between <b>low and high power</b> every <b>5 seconds</b>,Sybian,2,5,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,30,40,2,2
SybianPowerMediumHigh5,while it's <b>alternating</b> between <b>medium and high power</b> every <b>5 seconds</b>,Sybian,2,6,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,Yes,,30,40,3,3
SybianPowerLowMedium10,while it's <b>alternating</b> between <b>low and medium power</b> every <b>10 seconds</b>,Sybian,2,7,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,,,45,40,1,1
SybianPowerLowHigh10,while it's <b>alternating</b> between <b>low and high power</b> every <b>10 seconds</b>,Sybian,2,8,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,,,45,40,2,2
SybianPowerMediumHigh10,while it's <b>alternating</b> between <b>medium and high power</b> every <b>10 seconds</b>,Sybian,2,9,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,,,45,40,3,3
SybianPowerLowMedium15,while it's <b>alternating</b> between <b>low and medium power</b> every <b>15 seconds</b>,Sybian,2,10,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,,,60,40,1,1
SybianPowerLowHigh15,while it's <b>alternating</b> between <b>low and high power</b> every <b>15 seconds</b>,Sybian,2,11,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,,,60,40,2,2
SybianPowerMediumHigh15,while it's <b>alternating</b> between <b>medium and high power</b> every <b>15 seconds</b>,Sybian,2,12,Sybian,,,,,,Power,[INTERACTSYBIAN],"Sybian, Anal, Vaginal",[SYBIAN],Sybian,,,,60,40,3,3
LeashForceDefault,,Leash,1,0,Leash,,,,,,Force,[INTERACTLEASH],Leash,[LEASH],Leashed,,Yes,,,40,-1,-1
LeashForceLight,<b>lightly</b>,Leash,1,1,Leash,,,,,,Force,[INTERACTLEASH],Leash,[LEASH],Leashed,,Yes,,,40,-1,0
LeashForceHard,<b>harshly</b>,Leash,1,2,Leash,,,,,,Force,[INTERACTLEASH],Leash,[LEASH],Leashed,,Yes,,,40,-1,2
LeashVariantDefault,<b>tug</b> on [ITS/YOUR/SUBNAME] <b>[LEASH]</b>,Leash,2,0,Leash,,,,,M,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,Yes,,,40,-1,-1
LeashVariantTug,<b>tug</b> on [ITS/YOUR/SUBNAME] <b>[LEASH]</b>,Leash,2,1,Leash,,,,,,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,Yes,,,40,-1,1
LeashVariantPull,<b>pull</b> on [ITS/YOUR/SUBNAME] <b>[LEASH]</b>,Leash,2,2,Leash,,,,,,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,Yes,,,40,-1,1
LeashVariantJerk,<b>jerk</b> [ITS/YOUR/SUBNAME] <b>[LEASH] back and forth</b>,Leash,2,3,Leash,,,,,,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,Yes,,,40,-1,1
LeashVariantBite,<b>bite</b> [ITS/YOUR] <b>[LEASH]</b>,Leash,2,4,Leash,MouthBusy,Mouth,,,,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,,,,40,-1,1
LeashVariantChew,<b>chew</b> [ITS/YOUR] <b>[LEASH]</b>,Leash,2,5,Leash,MouthBusy,Mouth,,,,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,,,,40,-1,1
LeashVariantNibble,<b>nibble</b> on [ITS/YOUR] <b>[LEASH]</b>,Leash,2,6,Leash,MouthBusy,Mouth,,,,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,,,,40,-1,1
LeashVariantTeethTug,<b>tug</b> on [ITS/YOUR] <b>[LEASH]</b> with [ITS/YOUR] <b>teeth</b>,Leash,2,7,Leash,MouthBusy,Mouth,,,,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,,,,40,-1,1
LeashVariantTeethPull,<b>pull</b> on [ITS/YOUR] <b>[LEASH]</b> with [ITS/YOUR] <b>teeth</b>,Leash,2,8,Leash,MouthBusy,Mouth,,,,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,,,,40,-1,1
LeashVariantTeethJerk,<b>jerk</b> [ITS/YOUR] <b>[LEASH] back and forth</b> with [ITS/YOUR] <b>teeth</b>,Leash,2,9,Leash,MouthBusy,Mouth,,,,Variant,[INTERACTLEASH],Leash,[LEASH],Leashed,,,,,40,-1,1
WetAndMessyQuantityDefaultNeverLayer,<b>pour</b>,Wet and Messy,1,0,Wet and Messy,,,,,M,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPourGeneric,<b>pour</b>,Wet and Messy,1,1,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPourHalfCup,<b>pour half a cup</b> of,Wet and Messy,1,2,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPourOneCup,<b>pour a cup</b> of,Wet and Messy,1,3,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPourTwoCup,<b>pour a two cups</b> of,Wet and Messy,1,4,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPour125mL,<b>pour 125 mL</b> of,Wet and Messy,1,5,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPour250mL,<b>pour 250 mL</b> of,Wet and Messy,1,6,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPour500mL,<b>pour 500 mL</b> of,Wet and Messy,1,7,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPourLiter,<b>pour a liter</b> of,Wet and Messy,1,8,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPourGallon,<b>pour a gallon</b> of,Wet and Messy,1,9,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPourBottle,<b>pour a bottle</b> of,Wet and Messy,1,10,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPourFuckton,<b>pour a fuckton</b> of,Wet and Messy,1,11,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityPourMetricFuckton,<b>pour a metric fuckton</b> of,Wet and Messy,1,12,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityThrowGeneric,<b>throw</b>,Wet and Messy,1,13,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityThrowSome,<b>throw</b> some,Wet and Messy,1,14,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityThrowALot,<b>throw</b> a lot of,Wet and Messy,1,15,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessyQuantityThrowFuckload,<b>throw</b> a fuckload of,Wet and Messy,1,16,Wet and Messy,,,,,,Quantity,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessySubstanceDefault,<b>substance</b>,Wet and Messy,2,0,Wet and Messy,,,,,M,Substance,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessySubstanceGeneric,<b>substance</b>,Wet and Messy,2,1,Wet and Messy,,,,,,Substance,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessySubstanceOil,<b>oil</b>,Wet and Messy,2,2,Wet and Messy,,Not Edible Substance,,,,Substance,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessySubstanceSyrup,<b>syrup</b>,Wet and Messy,2,3,Wet and Messy,,,,,,Substance,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessySubstanceWater,<b>water</b>,Wet and Messy,2,4,Wet and Messy,,,,,,Substance,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
WetAndMessySubstanceMilk,<b>milk</b>,Wet and Messy,2,5,Wet and Messy,,,,,,Substance,[INTERACTWETANDMESSY],Wet and Messy,,,Yes,,UrgeDisabled,,80,-1,-1
